Ensembl_ID	HGNC_ID	Expression_value
ENSG00000026508	HGNC:1681	374.144803878101
ENSG00000026559	HGNC:6248	0.886983003513628
ENSG00000026652	HGNC:20885	9.1166295648298
ENSG00000026751	HGNC:21394	7.31161169663686
ENSG00000026950	HGNC:1138	32.9694149228234
ENSG00000027001	HGNC:7104	20.0525173813308
ENSG00000027075	HGNC:9403	28.5679798541059
ENSG00000027644	HGNC:6093	0.391756429234416
ENSG00000027697	HGNC:5439	108.067652684802
ENSG00000027847	HGNC:930	22.6565451987855
ENSG00000027869	HGNC:10821	3.25701567483009
ENSG00000028116	HGNC:12719	26.023093771335
ENSG00000028137	HGNC:11917	59.5575857534244
ENSG00000028203	HGNC:18258	63.5689382249412
ENSG00000028277	HGNC:9213	4.98360494140077
ENSG00000028310	HGNC:25818	32.4096614777548
ENSG00000028528	HGNC:11172	163.914937736911
ENSG00000028839	HGNC:11589	12.2875475034966
ENSG00000029153	HGNC:18984	9.97271340176131
ENSG00000029363	HGNC:16863	114.077662542562
ENSG00000029364	HGNC:20182	126.861693226298
ENSG00000029534	HGNC:492	28.3296889820622
ENSG00000029559	HGNC:5341	0.467820555253486
ENSG00000029639	HGNC:17037	7.36500458794542
ENSG00000029725	HGNC:17677	130.519812279126
ENSG00000029993	HGNC:5004	84.1089501016472
ENSG00000030066	HGNC:18017	47.925349487745
ENSG00000030110	HGNC:949	17.1563483320646
ENSG00000030304	HGNC:7525	0.118684415369322
ENSG00000030419	HGNC:13177	6.97354328660047
ENSG00000030582	HGNC:4601	325.535772213652
ENSG00000031003	HGNC:1335	31.8817527343506
ENSG00000031081	HGNC:29216	60.4149687604286
ENSG00000031691	HGNC:21347	6.0929680605194
ENSG00000031698	HGNC:10537	125.257658365384
ENSG00000031823	HGNC:9850	52.6042716150136
ENSG00000032219	HGNC:9885	27.2643119678309
ENSG00000032389	HGNC:12383	23.9465459905562
ENSG00000032444	HGNC:16268	41.8068693014914
ENSG00000032742	HGNC:20606	14.2130308887946
ENSG00000033011	HGNC:18294	20.1701089979716
ENSG00000033030	HGNC:25265	24.0838977635158
ENSG00000033050	HGNC:71	55.62063208334
ENSG00000033100	HGNC:29270	47.4740807276058
ENSG00000033122	HGNC:18531	0.524955045489583
ENSG00000033170	HGNC:4019	48.2823971845229
ENSG00000033178	HGNC:25581	39.9585929494951
ENSG00000033327	HGNC:14458	50.0230042568531
ENSG00000033627	HGNC:865	86.359575496311
ENSG00000033800	HGNC:2752	37.9588312758585
ENSG00000033867	HGNC:11033	41.224714524675
ENSG00000034053	HGNC:579	7.27735276156266
ENSG00000034152	HGNC:6843	40.9472481919311
ENSG00000034239	HGNC:25678	0.812390974735951
ENSG00000034510	HGNC:11879	1085.78792990129
ENSG00000034533	HGNC:25021	9.2139198926532
ENSG00000034677	HGNC:13432	63.8325752845901
ENSG00000034693	HGNC:8858	13.2888353818318
ENSG00000034713	HGNC:13291	90.0194639125237
ENSG00000034971	HGNC:7610	0
ENSG00000035115	HGNC:29546	45.3377357299774
ENSG00000035141	HGNC:25911	34.5493858196708
ENSG00000035403	HGNC:12665	226.702164958449
ENSG00000035499	HGNC:24902	3.30391268597078
ENSG00000035664	HGNC:2675	31.6831136727189
ENSG00000035681	HGNC:8017	36.3893565078488
ENSG00000035687	HGNC:292	64.7272083942887
ENSG00000035720	HGNC:24133	0.399840276199017
ENSG00000035862	HGNC:11821	591.690741219849
ENSG00000035928	HGNC:9969	65.191209294987
ENSG00000036054	HGNC:25622	43.7096429945295
ENSG00000036257	HGNC:2553	72.8452949070868
ENSG00000036448	HGNC:7614	2.55603997214837
ENSG00000036473	HGNC:8512	0.163550080073541
ENSG00000036530	HGNC:2641	2.33287718001166
ENSG00000036549		44.2205321829372
ENSG00000036565	HGNC:10934	0.379874830530225
ENSG00000036672	HGNC:12618	3.59312760611114
ENSG00000037042	HGNC:12419	17.9390065713765
ENSG00000037241	HGNC:17050	14.9438737798701
ENSG00000037280	HGNC:3767	22.8372945312627
ENSG00000037474	HGNC:25994	65.3630440712739
ENSG00000037637	HGNC:29249	30.8978263677235
ENSG00000037749	HGNC:7034	20.5871626022033
ENSG00000037757	HGNC:28469	14.3084873720973
ENSG00000037897	HGNC:7030	16.4002872005146
ENSG00000037965	HGNC:5129	6.5724435493409
ENSG00000038002	HGNC:318	24.6580845349357
ENSG00000038210	HGNC:18215	14.3653223784477
ENSG00000038219	HGNC:31792	62.9965607133622
ENSG00000038274	HGNC:6905	64.7228848312761
ENSG00000038295	HGNC:11843	8.01269440445764
ENSG00000038358	HGNC:17157	26.7803600178549
ENSG00000038382	HGNC:12303	101.765767665699
ENSG00000038427	HGNC:2464	198.207308402383
ENSG00000038532	HGNC:29013	31.2771164333171
ENSG00000038945	HGNC:7376	38.2494393439011
ENSG00000039068	HGNC:1748	360.334628073797
ENSG00000039123	HGNC:18734	66.4125255772992
ENSG00000039139	HGNC:2950	7.86943510221815
ENSG00000039319	HGNC:20756	47.8066994223012
